,TPN,TCIN,XGDPN,XGDP,ECNIA,EBFI,EH,EGFE,EGSE,EM,EX,PGDP,PCNIA,PKBFIR,PXP,PHR,PEGFR,PXR,PMO,GFSRPN,GTN,GFINTN,EGFLN,EGFEN,TRP,TRCI,TRP_t,TRCI_t,TRFPM,TRFCIM,RCCH,RBFI,RTBFI,TRP_Base,TRCI_Base,LUR,LFPR,LEH,PICNIA,RFF,RTB,RG10
2017,1533.7991086397442,365.12115169098536,19308.035887953596,17022.5659002816,11854.206315100988,2310.4261101561533,581.826914311305,751.1070788636276,712.7218339386806,2798.4616000328715,2174.2218674266683,113.42847701766725,112.69631870118369,1.0307647762325867,111.6459088114907,1.1219573423309186,0.9833443923717304,0.956538787921418,101.89339027772618,-1133.1981519598428,2615.365594313282,463.91354464067325,434.98165291384777,824.63244093107,0.11156521297632511,0.14370691307501235,0.11156521297632511,0.14370691307501235,0.2296865040053783,0.35,5.5110025444849935,5.827771708533524,0.17630729899217076,13832.787864776503,2170.4375863390455,4.2931177273394665,0.6289368679722003,153.55946964181885,1.7470076858735615,1.130750490166541,0.9842739908453622,2.8118053346597907
2018,1604.8077568290068,388.35283006263717,20065.86755669701,17220.280858223658,11940.622380473114,2431.2927708371153,552.677042789824,759.9106138320743,711.3715185802332,2858.381951238184,2247.066266660398,116.51977446408404,114.94764827373866,1.0534383244361625,114.06125298457121,1.1497056848787186,0.9866713394657523,0.9588539890815895,102.60052754402297,-1344.5625505739813,2730.2648355870006,600.8681331750316,452.44170334141097,855.2531836208852,0.11221220177460196,0.1376724627187204,0.11221220177460196,0.1376724627187204,0.23088872439476213,0.35,6.246499750329231,6.033481249534667,0.1827336348302746,14511.487036238299,2383.8189049867406,4.132495611495619,0.6283429087025912,155.03825142334426,1.9764180549237005,1.724519698149591,1.3564524175446593,3.288759861286322
2019,1689.8147670812991,413.27518474352274,20782.84816473785,17377.352252948906,12065.100462007735,2520.9660916673174,540.089669840084,767.3619996736425,712.7403358006319,2954.7012562515465,2287.5107565924905,119.59255283156818,117.33582385015032,1.065065048016682,116.43615510797281,1.171001542957971,0.9915881350820703,0.9573398760184948,102.83503123460756,-1647.4998544526923,2850.8860494395385,757.090773205314,472.304033687132,886.013873667644,0.11338937942262632,0.13722649273913037,0.11338937942262632,0.13722649273913037,0.23147790698840243,0.3500000000000001,6.634413520959338,6.247870604602567,0.18103849905103883,15281.798236790417,2564.5013975541906,4.19535477101877,0.6279941711228267,156.17061283357557,2.09063738505247,2.107728101160985,1.5819686889890483,3.705184806436874
2020,1742.6826497059176,448.47032959863105,21370.488328091116,17417.25590345418,12149.693292041575,2568.23138703241,537.7352962143598,767.7904709559027,710.9284946267258,3052.8304790422717,2292.503753276443,122.69217778587138,119.81853815395375,1.069353118342455,118.87044535861645,1.189712025809513,0.9971872019232307,0.9553010625156306,103.4615905820292,-4022.4159188352874,2939.498015061844,928.7333741276926,488.2985580515313,910.1528210378394,0.11282383779588845,0.14369598053303279,0.11282383779588845,0.14369598053303279,0.2319097933049662,0.3500000000000002,6.840529363287711,6.457527771233927,0.1790226891869065,16136.281783081584,2737.5341277540756,4.239708359076689,0.627708936338112,157.3046020358721,2.0866465025174734,2.4942537457816103,1.8539923813998127,3.9153445241244462
2021,1807.823715182415,456.00975054353313,22149.738389389553,17654.60566999142,12378.540710578796,2629.7579564502225,548.6852508815755,775.7350482831255,717.7501220401274,3186.874800977197,2321.8585579116493,125.45705598580439,122.33798739906298,1.1226539110371994,121.33617598741914,1.206630778388968,1.003401000244402,0.953272306720889,104.01551171609853,-3429.98651833648,3050.259691249234,1163.3056713649287,509.06659304785796,944.4946356061295,0.11148068293704322,0.13959310765709387,0.11148068293704322,0.13959310765709387,0.23260783115213457,0.3500000000000001,6.980175409839787,6.622249019786084,0.17190292570853366,17081.555671483093,2880.452020113527,4.4094238642179,0.6273820711918445,158.1805168479053,2.079462657606743,2.561366327620735,1.9188622953730547,4.063720111925598
2022,1891.5518184014477,470.6817037187091,23133.51028446735,18049.791067834085,12723.424351923215,2704.165696798474,567.1744478730046,789.9515557877984,730.2942675772794,3346.3823889286405,2375.073006740714,128.1600764902248,124.91537430357826,1.2066221276748723,123.86137017146876,1.2220450938225187,1.010062706922067,0.9513798290827824,104.75153473196404,-2027.7935702676161,3189.1167827422105,1360.2270431824877,534.3983115609559,988.3382728381272,0.11061029230520922,0.1375188223886063,0.11061029230520922,0.1375188223886063,0.23341485464604078,0.35000000000000014,7.017091916516192,6.604221851593179,0.19325183457062042,18009.12066183582,3012.187453639541,4.535664942464178,0.6269678871147089,159.0678244920436,2.0897376726537673,2.5096355549403446,1.8984174376711473,4.166824319622104
2023,1981.1872631335416,479.40389028920214,24095.8827066561,18383.245426987658,13036.630821587665,2771.3941089256878,584.8498993448029,800.0594128110101,738.9256334061699,3512.4685647902825,2425.825590899357,131.07002300779942,127.56403758730653,1.2293993884742997,126.45007736473104,1.2359246361239702,1.0169771121339712,0.9495043877486044,105.58564639694623,-2244.8278531088945,3310.642251117189,1517.032671104625,557.5618689844896,1028.898034653821,0.11043431726814519,0.13486684053032366,0.11043431726814519,0.13486684053032366,0.23429756847604788,0.3499999999999999,7.087303344022621,6.619909059390309,0.20848300532594366,18967.040042711804,3133.8095954986165,4.5131539790975435,0.6268162713858896,160.23657389082555,2.102775256045944,2.723110468075236,2.0615167521588913,4.287401167522719
2024,2072.445777944946,491.760855323003,25070.421652275752,18692.827236176647,13335.560268993046,2836.2607651260982,600.900864819032,808.3451896291705,745.9375176425181,3675.9776926186687,2476.3049961777697,134.11263731424515,130.28542086787732,1.207895440934774,129.09642367012904,1.2482668522068479,1.0239861425882497,0.9475573956293736,106.30295916295539,-2352.7294326506653,3426.8063577626654,1687.0488663478,580.1547216919599,1068.6223643538815,0.11015213238012361,0.13432178118711677,0.11015213238012361,0.13432178118711677,0.2348388664738389,0.3499999999999999,7.222353101347057,6.693348207978067,0.21485432691693657,19997.59821620757,3241.7482447598654,4.4553832054504285,0.6267994877584576,161.47206083437436,2.1163328665573538,2.997628921009708,2.2816601666195004,4.438248240427317
2025,2167.010129420705,504.83639756276335,26073.20441542114,18994.758948318966,13632.10852428289,2898.511203369769,616.0962630497636,815.9068934681607,752.3775980256083,3836.915736326946,2526.2534876661,137.25988857484992,133.08666260651015,1.1931178311233241,131.81624789056792,1.2593457459472082,1.0311916494166093,0.9456655667067053,107.02537145972423,-2477.1223622938774,3545.0967618142263,1872.271389370531,603.0082652944635,1109.0923978294593,0.10980979376323616,0.13465470000592814,0.10980979376323616,0.13465470000592814,0.23533175373533352,0.35000000000000003,7.355213333325796,6.749486119320119,0.21321243879568752,21090.761329786914,3335.019563534979,4.3855363819600806,0.6268333309836553,162.71769011849545,2.1345327434685752,3.2952827011871038,2.5335300838186776,4.584825302324717
2026,2274.668480006863,521.5135680308113,27170.187662575023,19329.494296893747,13956.169589883166,2965.0511783474153,631.5070851675684,824.5767301729184,759.8366269506066,4004.520685278087,2579.6991235933424,140.55785552277962,135.98134389813544,1.1832462938691202,134.62897665901454,1.2693697510424458,1.0386592374278776,0.9439052353810925,107.81310963174204,-2511.367698426307,3675.9433829151285,2080.059557267736,627.6310557518683,1153.0856558042171,0.1096373847885398,0.1361638525906231,0.1096373847885398,0.1361638525906231,0.23586051685651618,0.3499999999999999,7.478155918165909,6.770606127255197,0.20930754656402228,22253.763123111396,3419.275823242522,4.315323569778206,0.6268877026758157,163.94883236560014,2.163554502428445,3.5862880746254806,2.7931712476822295,4.735592410771703
